name,sku,price,description,categories,catalogNumber
"8M (V) Plate - for 135mm x 140mm box (5x5) - Black","CA3090-0656",4960,"8M (V) Plate - for 135mm x 140mm box (5x5) in Black","Electrical,Components","CA309 .05"
"12M Plate - for 140mm x 210mm box (8x6) - Black","CA3120-0657",6238,"12M Plate - for 140mm x 210mm box (8x6) in Black","Industrial,Controls","CA312 .05"
"14M Plate - for 140mm x 210mm box (8x6) - Black","CA3140-0658",6786,"14M Plate - for 140mm x 210mm box (8x6) in Black","Electrical,Switches","CA314 .05"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Black","CA3160-0659",10152,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Black","Commercial,Electrical","CA316 .05"
"21M Plate - for 210mm x 210mm box (8x8) - Black","CA3210-0660",13484,"21M Plate - for 210mm x 210mm box (8x8) in Black","Electrical,Switches","CA321 .05"
"1M Plate - for 75mm x 75mm box (3x3) - Dark Bronze","CA3011-0661",2091,"1M Plate - for 75mm x 75mm box (3x3) in Dark Bronze","Electrical,Components","CA301 .14"
"2M Plate - for 75mm x 75mm box (3x3) - Dark Bronze","CA3021-0662",2123,"2M Plate - for 75mm x 75mm box (3x3) in Dark Bronze","Electrical,Switches","CA302 .14"
"3M Plate - for 100mm x 75mm box (4x3) - Dark Bronze","CA3031-0663",2251,"3M Plate - for 100mm x 75mm box (4x3) in Dark Bronze","Electrical,Components","CA303 .14"
"4M Plate - for 135mm x 75mm box (5x3) - Dark Bronze","CA3041-0664",2529,"4M Plate - for 135mm x 75mm box (5x3) in Dark Bronze","Hardware,Switches","CA304 .14"
"6M Plate - for 210mm x 75mm box (8x3) - Dark Bronze","CA3061-0665",2768,"6M Plate - for 210mm x 75mm box (8x3) in Dark Bronze","Hardware,Switches","CA306 .14"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Dark Bronze","CA3081-0666",3000,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Dark Bronze","Commercial,Electrical","CA308 .14"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Dark Bronze","CA3091-0667",5455,"8M (V) Plate - for 135mm x 140mm box (5x5) in Dark Bronze","Electrical,Switches","CA309 .14"
"12M Plate - for 140mm x 210mm box (8x6) - Dark Bronze","CA3121-0668",6863,"12M Plate - for 140mm x 210mm box (8x6) in Dark Bronze","Industrial,Controls","CA312 .14"
"14M Plate - for 140mm x 210mm box (8x6) - Dark Bronze","CA3141-0669",7428,"14M Plate - for 140mm x 210mm box (8x6) in Dark Bronze","Industrial,Controls","CA314 .14"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Dark Bronze","CA3161-0670",11169,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Dark Bronze","Electrical,Components","CA316 .14"
"21M Plate - for 210mm x 210mm box (8x8) - Dark Bronze","CA3211-0671",14834,"21M Plate - for 210mm x 210mm box (8x8) in Dark Bronze","Electrical,Switches","CA321 .14"
"1M Plate - for 75mm x 75mm box (3x3) - Ice White","CG3010-0672",1361,"1M Plate - for 75mm x 75mm box (3x3) in Ice White","Industrial,Controls","CG301 .08"
"2M Plate - for 75mm x 75mm box (3x3) - Ice White","CG3020-0673",1382,"2M Plate - for 75mm x 75mm box (3x3) in Ice White","Industrial,Controls","CG302 .08"
"3M Plate - for 100mm x 75mm box (4x3) - Ice White","CG3030-0674",1465,"3M Plate - for 100mm x 75mm box (4x3) in Ice White","Building Materials,Electrical","CG303 .08"
"4M Plate - for 135mm x 75mm box (5x3) - Ice White","CG3040-0675",1646,"4M Plate - for 135mm x 75mm box (5x3) in Ice White","Commercial,Electrical","CG304 .08"
"6M Plate - for 210mm x 75mm box (8x3) - Ice White","CG3060-0676",1801,"6M Plate - for 210mm x 75mm box (8x3) in Ice White","Home Automation,Switches","CG306 .08"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Ice White","CG3080-0677",1951,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Ice White","Building Materials,Electrical","CG308 .08"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Ice White","CG3090-0678",2384,"8M (V) Plate - for 135mm x 140mm box (5x5) in Ice White","Commercial,Electrical","CG309 .08"
"12M Plate - for 140mm x 210mm box (8x6) - Ice White","CG3120-0679",3034,"12M Plate - for 140mm x 210mm box (8x6) in Ice White","Building Materials,Electrical","CG312 .08"
"14M Plate - for 140mm x 210mm box (8x6) - Ice White","CG3140-0680",3771,"14M Plate - for 140mm x 210mm box (8x6) in Ice White","Electrical,Components","CG314 .08"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Ice White","CG3160-0681",5363,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Ice White","Electrical,Components","CG316 .08"
"21M Plate - for 210mm x 210mm box (8x8) - Ice White","CG3210-0682",6952,"21M Plate - for 210mm x 210mm box (8x8) in Ice White","Electrical,Switches","CG321 .08"
"1M Plate - for 75mm x 75mm box (3x3) - Metal Gray","CG3010-0683",1361,"1M Plate - for 75mm x 75mm box (3x3) in Metal Gray","Commercial,Electrical","CG301 .09"
"2M Plate - for 75mm x 75mm box (3x3) - Metal Gray","CG3020-0684",1382,"2M Plate - for 75mm x 75mm box (3x3) in Metal Gray","Commercial,Electrical","CG302 .09"
"3M Plate - for 100mm x 75mm box (4x3) - Metal Gray","CG3030-0685",1465,"3M Plate - for 100mm x 75mm box (4x3) in Metal Gray","Commercial,Electrical","CG303 .09"
"4M Plate - for 135mm x 75mm box (5x3) - Metal Gray","CG3040-0686",1646,"4M Plate - for 135mm x 75mm box (5x3) in Metal Gray","Commercial,Electrical","CG304 .09"
"6M Plate - for 210mm x 75mm box (8x3) - Metal Gray","CG3060-0687",1801,"6M Plate - for 210mm x 75mm box (8x3) in Metal Gray","Building Materials,Electrical","CG306 .09"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Metal Gray","CG3080-0688",1951,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Metal Gray","Residential,Switches","CG308 .09"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Metal Gray","CG3090-0689",2384,"8M (V) Plate - for 135mm x 140mm box (5x5) in Metal Gray","Electrical,Components","CG309 .09"
"12M Plate - for 140mm x 210mm box (8x6) - Metal Gray","CG3120-0690",3034,"12M Plate - for 140mm x 210mm box (8x6) in Metal Gray","Home Automation,Switches","CG312 .09"
"14M Plate - for 140mm x 210mm box (8x6) - Metal Gray","CG3140-0691",3771,"14M Plate - for 140mm x 210mm box (8x6) in Metal Gray","Home Automation,Switches","CG314 .09"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Metal Gray","CG3160-0692",5363,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Metal Gray","Home Automation,Switches","CG316 .09"
"21M Plate - for 210mm x 210mm box (8x8) - Metal Gray","CG3210-0693",6952,"21M Plate - for 210mm x 210mm box (8x8) in Metal Gray","Commercial,Electrical","CG321 .09"
"1M Plate - for 75mm x 75mm box (3x3) - Smoked Silver","CG3011-0694",1361,"1M Plate - for 75mm x 75mm box (3x3) in Smoked Silver","Electrical,Components","CG301 .18"
"2M Plate - for 75mm x 75mm box (3x3) - Smoked Silver","CG3021-0695",1382,"2M Plate - for 75mm x 75mm box (3x3) in Smoked Silver","Commercial,Electrical","CG302 .18"
"3M Plate - for 100mm x 75mm box (4x3) - Smoked Silver","CG3031-0696",1465,"3M Plate - for 100mm x 75mm box (4x3) in Smoked Silver","Commercial,Electrical","CG303 .18"
"4M Plate - for 135mm x 75mm box (5x3) - Smoked Silver","CG3041-0697",1646,"4M Plate - for 135mm x 75mm box (5x3) in Smoked Silver","Home Automation,Switches","CG304 .18"
"6M Plate - for 210mm x 75mm box (8x3) - Smoked Silver","CG3061-0698",1801,"6M Plate - for 210mm x 75mm box (8x3) in Smoked Silver","Hardware,Switches","CG306 .18"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Smoked Silver","CG3081-0699",1951,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Smoked Silver","Home Automation,Switches","CG308 .18"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Smoked Silver","CG3091-0700",2384,"8M (V) Plate - for 135mm x 140mm box (5x5) in Smoked Silver","Residential,Switches","CG309 .18"
"12M Plate - for 140mm x 210mm box (8x6) - Smoked Silver","CG3121-0701",3034,"12M Plate - for 140mm x 210mm box (8x6) in Smoked Silver","Hardware,Switches","CG312 .18"
"14M Plate - for 140mm x 210mm box (8x6) - Smoked Silver","CG3141-0702",3771,"14M Plate - for 140mm x 210mm box (8x6) in Smoked Silver","Home Automation,Switches","CG314 .18"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Smoked Silver","CG3161-0703",5363,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Smoked Silver","Commercial,Electrical","CG316 .18"
"21M Plate - for 210mm x 210mm box (8x8) - Smoked Silver","CG3211-0704",6952,"21M Plate - for 210mm x 210mm box (8x8) in Smoked Silver","Commercial,Electrical","CG321 .18"
"1M Plate - for 75mm x 75mm box (3x3) - Solid Black","CG3011-0705",1361,"1M Plate - for 75mm x 75mm box (3x3) in Solid Black","Electrical,Components","CG301 .19"
"2M Plate - for 75mm x 75mm box (3x3) - Solid Black","CG3021-0706",1382,"2M Plate - for 75mm x 75mm box (3x3) in Solid Black","Home Automation,Switches","CG302 .19"
"3M Plate - for 100mm x 75mm box (4x3) - Solid Black","CG3031-0707",1465,"3M Plate - for 100mm x 75mm box (4x3) in Solid Black","Residential,Switches","CG303 .19"
"4M Plate - for 135mm x 75mm box (5x3) - Solid Black","CG3041-0708",1646,"4M Plate - for 135mm x 75mm box (5x3) in Solid Black","Industrial,Controls","CG304 .19"
"6M Plate - for 210mm x 75mm box (8x3) - Solid Black","CG3061-0709",1801,"6M Plate - for 210mm x 75mm box (8x3) in Solid Black","Building Materials,Electrical","CG306 .19"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Solid Black","CG3081-0710",1951,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Solid Black","Electrical,Components","CG308 .19"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Solid Black","CG3091-0711",2384,"8M (V) Plate - for 135mm x 140mm box (5x5) in Solid Black","Industrial,Controls","CG309 .19"
"12M Plate - for 140mm x 210mm box (8x6) - Solid Black","CG3121-0712",3034,"12M Plate - for 140mm x 210mm box (8x6) in Solid Black","Commercial,Electrical","CG312 .19"
"14M Plate - for 140mm x 210mm box (8x6) - Solid Black","CG3141-0713",3771,"14M Plate - for 140mm x 210mm box (8x6) in Solid Black","Electrical,Components","CG314 .19"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Solid Black","CG3161-0714",5363,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Solid Black","Commercial,Electrical","CG316 .19"
"21M Plate - for 210mm x 210mm box (8x8) - Solid Black","CG3211-0715",6952,"21M Plate - for 210mm x 210mm box (8x8) in Solid Black","Home Automation,Switches","CG321 .19"
"1M Plate - for 75mm x 75mm box (3x3) - Ultra White","CG3013-0716",1859,"1M Plate - for 75mm x 75mm box (3x3) in Ultra White","Home Automation,Switches","CG301 .38"
"2M Plate - for 75mm x 75mm box (3x3) - Ultra White","CG3023-0717",1915,"2M Plate - for 75mm x 75mm box (3x3) in Ultra White","Electrical,Switches","CG302 .38"
"3M Plate - for 100mm x 75mm box (4x3) - Ultra White","CG3033-0718",2002,"3M Plate - for 100mm x 75mm box (4x3) in Ultra White","Industrial,Controls","CG303 .38"
"4M Plate - for 135mm x 75mm box (5x3) - Ultra White","CG3043-0719",2249,"4M Plate - for 135mm x 75mm box (5x3) in Ultra White","Hardware,Switches","CG304 .38"
"6M Plate - for 210mm x 75mm box (8x3) - Ultra White","CG3063-0720",2469,"6M Plate - for 210mm x 75mm box (8x3) in Ultra White","Building Materials,Electrical","CG306 .38"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Ultra White","CG3083-0721",2684,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Ultra White","Electrical,Components","CG308 .38"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Ultra White","CG3093-0722",3259,"8M (V) Plate - for 135mm x 140mm box (5x5) in Ultra White","Electrical,Switches","CG309 .38"
"12M Plate - for 140mm x 210mm box (8x6) - Ultra White","CG3123-0723",4147,"12M Plate - for 140mm x 210mm box (8x6) in Ultra White","Hardware,Switches","CG312 .38"
"14M Plate - for 140mm x 210mm box (8x6) - Ultra White","CG3143-0724",4726,"14M Plate - for 140mm x 210mm box (8x6) in Ultra White","Residential,Switches","CG314 .38"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Ultra White","CG3163-0725",7328,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Ultra White","Electrical,Switches","CG316 .38"
"21M Plate - for 210mm x 210mm box (8x8) - Ultra White","CG3213-0726",9500,"21M Plate - for 210mm x 210mm box (8x8) in Ultra White","Industrial,Controls","CG321 .38"
"1M Plate - for 75mm x 75mm box (3x3) - Frosted Ultra white","CG3014-0727",2046,"1M Plate - for 75mm x 75mm box (3x3) in Frosted Ultra white","Commercial,Electrical","CG301 .48"
"2M Plate - for 75mm x 75mm box (3x3) - Frosted Ultra white","CG3024-0728",2106,"2M Plate - for 75mm x 75mm box (3x3) in Frosted Ultra white","Commercial,Electrical","CG302 .48"
"3M Plate - for 100mm x 75mm box (4x3) - Frosted Ultra white","CG3034-0729",2201,"3M Plate - for 100mm x 75mm box (4x3) in Frosted Ultra white","Building Materials,Electrical","CG303 .48"
"4M Plate - for 135mm x 75mm box (5x3) - Frosted Ultra white","CG3044-0730",2473,"4M Plate - for 135mm x 75mm box (5x3) in Frosted Ultra white","Electrical,Switches","CG304 .48"
"6M Plate - for 210mm x 75mm box (8x3) - Frosted Ultra white","CG3064-0731",2716,"6M Plate - for 210mm x 75mm box (8x3) in Frosted Ultra white","Industrial,Controls","CG306 .48"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Frosted Ultra white","CG3084-0732",2953,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Frosted Ultra white","Hardware,Switches","CG308 .48"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Frosted Ultra white","CG3094-0733",3586,"8M (V) Plate - for 135mm x 140mm box (5x5) in Frosted Ultra white","Building Materials,Electrical","CG309 .48"
"12M Plate - for 140mm x 210mm box (8x6) - Frosted Ultra white","CG3124-0734",4561,"12M Plate - for 140mm x 210mm box (8x6) in Frosted Ultra white","Commercial,Electrical","CG312 .48"
"14M Plate - for 140mm x 210mm box (8x6) - Frosted Ultra white","CG3144-0735",5199,"14M Plate - for 140mm x 210mm box (8x6) in Frosted Ultra white","Hardware,Switches","CG314 .48"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Frosted Ultra white","CG3164-0736",8062,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Frosted Ultra white","Industrial,Controls","CG316 .48"
"21M Plate - for 210mm x 210mm box (8x8) - Frosted Ultra white","CG3214-0737",10451,"21M Plate - for 210mm x 210mm box (8x8) in Frosted Ultra white","Building Materials,Electrical","CG321 .48"
"1M Plate - for 75mm x 75mm box (3x3) - Sparkle White","CM3011-0738",1271,"1M Plate - for 75mm x 75mm box (3x3) in Sparkle White","Commercial,Electrical","CM301 .10"
"2M Plate - for 75mm x 75mm box (3x3) - Sparkle White","CM3021-0739",1291,"2M Plate - for 75mm x 75mm box (3x3) in Sparkle White","Hardware,Switches","CM302 .10"
"3M Plate - for 100mm x 75mm box (4x3) - Sparkle White","CM3031-0740",1369,"3M Plate - for 100mm x 75mm box (4x3) in Sparkle White","Building Materials,Electrical","CM303 .10"
"4M Plate - for 135mm x 75mm box (5x3) - Sparkle White","CM3041-0741",1537,"4M Plate - for 135mm x 75mm box (5x3) in Sparkle White","Residential,Switches","CM304 .10"
"6M Plate - for 210mm x 75mm box (8x3) - Sparkle White","CM3061-0742",1683,"6M Plate - for 210mm x 75mm box (8x3) in Sparkle White","Residential,Switches","CM306 .10"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Sparkle White","CM3081-0743",1824,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Sparkle White","Building Materials,Electrical","CM308 .10"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Sparkle White","CM3091-0744",2245,"8M (V) Plate - for 135mm x 140mm box (5x5) in Sparkle White","Hardware,Switches","CM309 .10"
"12M Plate - for 140mm x 210mm box (8x6) - Sparkle White","CM3121-0745",2896,"12M Plate - for 140mm x 210mm box (8x6) in Sparkle White","Electrical,Switches","CM312 .10"
"14M Plate - for 140mm x 210mm box (8x6) - Sparkle White","CM3141-0746",3628,"14M Plate - for 140mm x 210mm box (8x6) in Sparkle White","Electrical,Components","CM314 .10"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Sparkle White","CM3161-0747",4939,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Sparkle White","Hardware,Switches","CM316 .10"
"21M Plate - for 210mm x 210mm box (8x8) - Sparkle White","CM3211-0748",6250,"21M Plate - for 210mm x 210mm box (8x8) in Sparkle White","Home Automation,Switches","CM321 .10"
"1M Plate - for 75mm x 75mm box (3x3) - Terra Beige","CM3011-0749",1271,"1M Plate - for 75mm x 75mm box (3x3) in Terra Beige","Home Automation,Switches","CM301 .11"
"2M Plate - for 75mm x 75mm box (3x3) - Terra Beige","CM3021-0750",1291,"2M Plate - for 75mm x 75mm box (3x3) in Terra Beige","Hardware,Switches","CM302 .11"
"3M Plate - for 100mm x 75mm box (4x3) - Terra Beige","CM3031-0751",1369,"3M Plate - for 100mm x 75mm box (4x3) in Terra Beige","Electrical,Switches","CM303 .11"
"4M Plate - for 135mm x 75mm box (5x3) - Terra Beige","CM3041-0752",1537,"4M Plate - for 135mm x 75mm box (5x3) in Terra Beige","Residential,Switches","CM304 .11"
"6M Plate - for 210mm x 75mm box (8x3) - Terra Beige","CM3061-0753",1683,"6M Plate - for 210mm x 75mm box (8x3) in Terra Beige","Commercial,Electrical","CM306 .11"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Terra Beige","CM3081-0754",1824,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Terra Beige","Home Automation,Switches","CM308 .11"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Terra Beige","CM3091-0755",2245,"8M (V) Plate - for 135mm x 140mm box (5x5) in Terra Beige","Building Materials,Electrical","CM309 .11"
"12M Plate - for 140mm x 210mm box (8x6) - Terra Beige","CM3121-0756",2896,"12M Plate - for 140mm x 210mm box (8x6) in Terra Beige","Electrical,Switches","CM312 .11"
"14M Plate - for 140mm x 210mm box (8x6) - Terra Beige","CM3141-0757",3628,"14M Plate - for 140mm x 210mm box (8x6) in Terra Beige","Hardware,Switches","CM314 .11"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Terra Beige","CM3161-0758",4939,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Terra Beige","Electrical,Components","CM316 .11"
"21M Plate - for 210mm x 210mm box (8x8) - Terra Beige","CM3211-0759",6250,"21M Plate - for 210mm x 210mm box (8x8) in Terra Beige","Building Materials,Electrical","CM321 .11"
"1M Plate - for 75mm x 75mm box (3x3) - Salt White","CM3011-0760",1401,"1M Plate - for 75mm x 75mm box (3x3) in Salt White","Electrical,Switches","CM301 .12"
"2M Plate - for 75mm x 75mm box (3x3) - Salt White","CM3021-0761",1421,"2M Plate - for 75mm x 75mm box (3x3) in Salt White","Industrial,Controls","CM302 .12"
"3M Plate - for 100mm x 75mm box (4x3) - Salt White","CM3031-0762",1505,"3M Plate - for 100mm x 75mm box (4x3) in Salt White","Industrial,Controls","CM303 .12"
"4M Plate - for 135mm x 75mm box (5x3) - Salt White","CM3041-0763",1691,"4M Plate - for 135mm x 75mm box (5x3) in Salt White","Hardware,Switches","CM304 .12"
"6M Plate - for 210mm x 75mm box (8x3) - Salt White","CM3061-0764",1853,"6M Plate - for 210mm x 75mm box (8x3) in Salt White","Residential,Switches","CM306 .12"
"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) - Salt White","CM3081-0765",2008,"8M Plate - for 230/210 x 75mm box (9x3 or 8x3) in Salt White","Industrial,Controls","CM308 .12"
"8M (V) Plate - for 135mm x 140mm box (5x5) - Salt White","CM3091-0766",2470,"8M (V) Plate - for 135mm x 140mm box (5x5) in Salt White","Industrial,Controls","CM309 .12"
"12M Plate - for 140mm x 210mm box (8x6) - Salt White","CM3121-0767",3186,"12M Plate - for 140mm x 210mm box (8x6) in Salt White","Industrial,Controls","CM312 .12"
"14M Plate - for 140mm x 210mm box (8x6) - Salt White","CM3141-0768",3990,"14M Plate - for 140mm x 210mm box (8x6) in Salt White","Hardware,Switches","CM314 .12"
"16M Plate - for 230mm x 145mm box (10x6 or 9x6) - Salt White","CM3161-0769",5434,"16M Plate - for 230mm x 145mm box (10x6 or 9x6) in Salt White","Commercial,Electrical","CM316 .12"
"21M Plate - for 210mm x 210mm box (8x8) - Salt White","CM3211-0770",6876,"21M Plate - for 210mm x 210mm box (8x8) in Salt White","Commercial,Electrical","CM321 .12"
